Domaine,Pays,Élément,Produit,Année,Valeur
"Bilans Alimentaires","Fidji","Population totale","Population","2013","881"
"Bilans Alimentaires","Îles Salomon","Population totale","Population","2013","561"
"Bilans Alimentaires","Nouvelle-Calédonie","Population totale","Population","2013","256"
"Bilans Alimentaires","Vanuatu","Population totale","Population","2013","253"
