Domaine,Pays,Élément,Produit,Année,Valeur
"Bilans Alimentaires","Paraguay","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Pays-Bas","Production","Viande de Volailles","2013","998"
"Bilans Alimentaires","Pays-Bas","Importations - Quantité","Viande de Volailles","2013","572"
"Bilans Alimentaires","Pays-Bas","Exportations - Quantité","Viande de Volailles","2013","1138"
"Bilans Alimentaires","Pérou","Production","Viande de Volailles","2013","1203"
"Bilans Alimentaires","Pérou","Importations - Quantité","Viande de Volailles","2013","31"
"Bilans Alimentaires","Pérou","Exportations - Quantité","Viande de Volailles","2013","3"
"Bilans Alimentaires","Philippines","Production","Viande de Volailles","2013","1079"
"Bilans Alimentaires","Philippines","Importations - Quantité","Viande de Volailles","2013","99"
"Bilans Alimentaires","Philippines","Exportations - Quantité","Viande de Volailles","2013","7"
"Bilans Alimentaires","Pologne","Production","Viande de Volailles","2013","1669"
"Bilans Alimentaires","Pologne","Importations - Quantité","Viande de Volailles","2013","49"
"Bilans Alimentaires","Pologne","Exportations - Quantité","Viande de Volailles","2013","630"
"Bilans Alimentaires","Polynésie française","Production","Viande de Volailles","2013","0"
"Bilans Alimentaires","Polynésie française","Importations - Quantité","Viande de Volailles","2013","16"
"Bilans Alimentaires","Polynésie française","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Portugal","Production","Viande de Volailles","2013","283"
"Bilans Alimentaires","Portugal","Importations - Quantité","Viande de Volailles","2013","64"
"Bilans Alimentaires","Portugal","Exportations - Quantité","Viande de Volailles","2013","18"
"Bilans Alimentaires","République centrafricaine","Production","Viande de Volailles","2013","6"
"Bilans Alimentaires","République centrafricaine","Importations - Quantité","Viande de Volailles","2013","1"
"Bilans Alimentaires","République de Corée","Production","Viande de Volailles","2013","690"
"Bilans Alimentaires","République de Corée","Importations - Quantité","Viande de Volailles","2013","131"
"Bilans Alimentaires","République de Corée","Exportations - Quantité","Viande de Volailles","2013","33"
"Bilans Alimentaires","République de Moldova","Production","Viande de Volailles","2013","43"
"Bilans Alimentaires","République de Moldova","Importations - Quantité","Viande de Volailles","2013","19"
"Bilans Alimentaires","République de Moldova","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","République démocratique populaire lao","Production","Viande de Volailles","2013","28"
"Bilans Alimentaires","République démocratique populaire lao","Importations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","République dominicaine","Production","Viande de Volailles","2013","272"
"Bilans Alimentaires","République dominicaine","Importations - Quantité","Viande de Volailles","2013","24"
"Bilans Alimentaires","République dominicaine","Exportations - Quantité","Viande de Volailles","2013","9"
"Bilans Alimentaires","République populaire démocratique de Corée","Production","Viande de Volailles","2013","44"
"Bilans Alimentaires","République-Unie de Tanzanie","Production","Viande de Volailles","2013","89"
"Bilans Alimentaires","République-Unie de Tanzanie","Importations - Quantité","Viande de Volailles","2013","2"
"Bilans Alimentaires","République-Unie de Tanzanie","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Roumanie","Production","Viande de Volailles","2013","323"
"Bilans Alimentaires","Roumanie","Importations - Quantité","Viande de Volailles","2013","90"
"Bilans Alimentaires","Roumanie","Exportations - Quantité","Viande de Volailles","2013","79"
"Bilans Alimentaires","Royaume-Uni","Production","Viande de Volailles","2013","1662"
"Bilans Alimentaires","Royaume-Uni","Importations - Quantité","Viande de Volailles","2013","812"
"Bilans Alimentaires","Royaume-Uni","Exportations - Quantité","Viande de Volailles","2013","383"
"Bilans Alimentaires","Rwanda","Production","Viande de Volailles","2013","16"
"Bilans Alimentaires","Rwanda","Importations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Sainte-Lucie","Production","Viande de Volailles","2013","1"
"Bilans Alimentaires","Sainte-Lucie","Importations - Quantité","Viande de Volailles","2013","12"
"Bilans Alimentaires","Sainte-Lucie","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Saint-Kitts-et-Nevis","Production","Viande de Volailles","2013","0"
"Bilans Alimentaires","Saint-Kitts-et-Nevis","Importations - Quantité","Viande de Volailles","2013","4"
"Bilans Alimentaires","Saint-Vincent-et-les Grenadines","Production","Viande de Volailles","2013","0"
"Bilans Alimentaires","Saint-Vincent-et-les Grenadines","Importations - Quantité","Viande de Volailles","2013","8"
"Bilans Alimentaires","Saint-Vincent-et-les Grenadines","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Samoa","Production","Viande de Volailles","2013","1"
"Bilans Alimentaires","Samoa","Importations - Quantité","Viande de Volailles","2013","13"
"Bilans Alimentaires","Samoa","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Sao Tomé-et-Principe","Production","Viande de Volailles","2013","0"
"Bilans Alimentaires","Sao Tomé-et-Principe","Importations - Quantité","Viande de Volailles","2013","1"
"Bilans Alimentaires","Sénégal","Production","Viande de Volailles","2013","65"
"Bilans Alimentaires","Sénégal","Importations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Sénégal","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Serbie","Production","Viande de Volailles","2013","93"
"Bilans Alimentaires","Serbie","Importations - Quantité","Viande de Volailles","2013","12"
"Bilans Alimentaires","Serbie","Exportations - Quantité","Viande de Volailles","2013","4"
"Bilans Alimentaires","Sierra Leone","Production","Viande de Volailles","2013","16"
"Bilans Alimentaires","Sierra Leone","Importations - Quantité","Viande de Volailles","2013","14"
"Bilans Alimentaires","Slovaquie","Production","Viande de Volailles","2013","64"
"Bilans Alimentaires","Slovaquie","Importations - Quantité","Viande de Volailles","2013","60"
"Bilans Alimentaires","Slovaquie","Exportations - Quantité","Viande de Volailles","2013","38"
"Bilans Alimentaires","Slovénie","Production","Viande de Volailles","2013","57"
"Bilans Alimentaires","Slovénie","Importations - Quantité","Viande de Volailles","2013","17"
"Bilans Alimentaires","Slovénie","Exportations - Quantité","Viande de Volailles","2013","24"
"Bilans Alimentaires","Soudan","Production","Viande de Volailles","2013","46"
"Bilans Alimentaires","Soudan","Importations - Quantité","Viande de Volailles","2013","2"
"Bilans Alimentaires","Soudan","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Sri Lanka","Production","Viande de Volailles","2013","107"
"Bilans Alimentaires","Sri Lanka","Importations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Sri Lanka","Exportations - Quantité","Viande de Volailles","2013","2"
"Bilans Alimentaires","Suède","Production","Viande de Volailles","2013","120"
"Bilans Alimentaires","Suède","Importations - Quantité","Viande de Volailles","2013","73"
"Bilans Alimentaires","Suède","Exportations - Quantité","Viande de Volailles","2013","16"
"Bilans Alimentaires","Suisse","Production","Viande de Volailles","2013","80"
"Bilans Alimentaires","Suisse","Importations - Quantité","Viande de Volailles","2013","56"
"Bilans Alimentaires","Suisse","Exportations - Quantité","Viande de Volailles","2013","4"
"Bilans Alimentaires","Suriname","Production","Viande de Volailles","2013","8"
"Bilans Alimentaires","Suriname","Importations - Quantité","Viande de Volailles","2013","21"
"Bilans Alimentaires","Suriname","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Eswatini","Production","Viande de Volailles","2013","6"
"Bilans Alimentaires","Eswatini","Importations - Quantité","Viande de Volailles","2013","2"
"Bilans Alimentaires","Eswatini","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Tadjikistan","Production","Viande de Volailles","2013","1"
"Bilans Alimentaires","Tadjikistan","Importations - Quantité","Viande de Volailles","2013","20"
"Bilans Alimentaires","Tchad","Production","Viande de Volailles","2013","5"
"Bilans Alimentaires","Tchad","Importations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Tchad","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Tchéquie (la)","Production","Viande de Volailles","2013","153"
"Bilans Alimentaires","Tchéquie (la)","Importations - Quantité","Viande de Volailles","2013","101"
"Bilans Alimentaires","Tchéquie (la)","Exportations - Quantité","Viande de Volailles","2013","50"
"Bilans Alimentaires","Thaïlande","Production","Viande de Volailles","2013","1470"
"Bilans Alimentaires","Thaïlande","Importations - Quantité","Viande de Volailles","2013","11"
"Bilans Alimentaires","Thaïlande","Exportations - Quantité","Viande de Volailles","2013","536"
"Bilans Alimentaires","Timor-Leste","Production","Viande de Volailles","2013","1"
"Bilans Alimentaires","Timor-Leste","Importations - Quantité","Viande de Volailles","2013","6"
"Bilans Alimentaires","Togo","Production","Viande de Volailles","2013","32"
"Bilans Alimentaires","Togo","Importations - Quantité","Viande de Volailles","2013","13"
"Bilans Alimentaires","Togo","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Trinité-et-Tobago","Production","Viande de Volailles","2013","67"
"Bilans Alimentaires","Trinité-et-Tobago","Importations - Quantité","Viande de Volailles","2013","25"
"Bilans Alimentaires","Trinité-et-Tobago","Exportations - Quantité","Viande de Volailles","2013","1"
"Bilans Alimentaires","Tunisie","Production","Viande de Volailles","2013","204"
"Bilans Alimentaires","Tunisie","Importations - Quantité","Viande de Volailles","2013","2"
"Bilans Alimentaires","Tunisie","Exportations - Quantité","Viande de Volailles","2013","2"
"Bilans Alimentaires","Turkménistan","Production","Viande de Volailles","2013","20"
"Bilans Alimentaires","Turkménistan","Importations - Quantité","Viande de Volailles","2013","1"
"Bilans Alimentaires","Turquie","Production","Viande de Volailles","2013","1772"
"Bilans Alimentaires","Turquie","Importations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Turquie","Exportations - Quantité","Viande de Volailles","2013","365"
"Bilans Alimentaires","Ukraine","Production","Viande de Volailles","2013","1171"
"Bilans Alimentaires","Ukraine","Importations - Quantité","Viande de Volailles","2013","74"
"Bilans Alimentaires","Ukraine","Exportations - Quantité","Viande de Volailles","2013","146"
"Bilans Alimentaires","Uruguay","Production","Viande de Volailles","2013","108"
"Bilans Alimentaires","Uruguay","Importations - Quantité","Viande de Volailles","2013","4"
"Bilans Alimentaires","Uruguay","Exportations - Quantité","Viande de Volailles","2013","13"
"Bilans Alimentaires","Vanuatu","Production","Viande de Volailles","2013","1"
"Bilans Alimentaires","Vanuatu","Importations - Quantité","Viande de Volailles","2013","2"
"Bilans Alimentaires","Vanuatu","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Venezuela (République bolivarienne du)","Production","Viande de Volailles","2013","915"
"Bilans Alimentaires","Venezuela (République bolivarienne du)","Importations - Quantité","Viande de Volailles","2013","279"
"Bilans Alimentaires","Venezuela (République bolivarienne du)","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Viet Nam","Production","Viande de Volailles","2013","633"
"Bilans Alimentaires","Viet Nam","Importations - Quantité","Viande de Volailles","2013","500"
"Bilans Alimentaires","Viet Nam","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Yémen","Production","Viande de Volailles","2013","153"
"Bilans Alimentaires","Yémen","Importations - Quantité","Viande de Volailles","2013","109"
"Bilans Alimentaires","Yémen","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Zambie","Production","Viande de Volailles","2013","46"
"Bilans Alimentaires","Zambie","Importations - Quantité","Viande de Volailles","2013","2"
"Bilans Alimentaires","Zambie","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Zimbabwe","Production","Viande de Volailles","2013","64"
"Bilans Alimentaires","Zimbabwe","Importations - Quantité","Viande de Volailles","2013","6"
"Bilans Alimentaires","Zimbabwe","Exportations - Quantité","Viande de Volailles","2013","0"
"Bilans Alimentaires","Chine","Production","Viande de Volailles","2013","18938"
"Bilans Alimentaires","Chine","Importations - Quantité","Viande de Volailles","2013","1903"
"Bilans Alimentaires","Chine","Exportations - Quantité","Viande de Volailles","2013","1377"
