Pays,kcal,Proteine,ani%,popPlus%,PIB,continent,tdi,cluster
Arabie saoudite,3255,91.63,43.57743097238896,1.9124717194570138,49537.6,asie,62.16,1
Brunéi Darussalam,2985,93.41,56.68557970238734,1.4563106796116505,79070.2,asie,7.69,1
Émirats arabes unis,3280,104.62,39.858535652838846,1.5207473386921573,61688.4,asie,100.0,1
Koweït,3501,108.24,49.50110864745011,3.6615384615384614,74084.5,asie,77.22,1
Luxembourg,3539,113.88,63.32982086406744,1.1450381679389312,90656.4,europe,90.91,1
